#Date of last update:
Date,2017-04-23 23:19:24.700777
#taxon id,CITES species,CITES description,taxon species,CITES appendix
867419,Mammillaria guerreronis,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria guerreronis",2
867420,Mammillaria guillauminiana,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria guillauminiana",2
130144,Mammillaria haageana,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria haageana",2
867421,Mammillaria hahniana,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria hahniana",2
867422,Mammillaria halbingeri,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria halbingeri",2
130145,Mammillaria halei,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria halei",2
278533,Mammillaria hernandezii,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria hernandezii",2
278534,Mammillaria herrerae,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria herrerae",2
867423,Mammillaria heyderi,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria heyderi",2
278535,Mammillaria huitzilopochtli,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria huitzilopochtli",2
278536,Mammillaria humboldtii,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria humboldtii",2
278537,Mammillaria hutchisoniana,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria hutchisoniana",2
278538,Mammillaria insularis,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria insularis",2
130146,Mammillaria jaliscana,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria jaliscana",2
130147,Mammillaria karwinskiana,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria karwinskiana",2
278539,Mammillaria klissingiana,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria klissingiana",2
867424,Mammillaria knippeliana,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria knippeliana",2
278540,Mammillaria lasiacantha,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria lasiacantha",2
867425,Mammillaria laui,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria laui",2
867426,Mammillaria lenta,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria lenta",2
278543,Mammillaria lindsayi,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria lindsayi",2
246736,Mammillaria lloydii,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria lloydii",2
867427,Mammillaria longiflora,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria longiflora",2
130148,Mammillaria longimamma,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria longimamma",2
278544,Mammillaria luethyi,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria luethyi",2
130149,Mammillaria magnifica,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria magnifica",2
278545,Mammillaria magnimamma,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria magnimamma",2
278546,Mammillaria mainiae,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria mainiae",2
278547,Mammillaria mammillaris,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria mammillaris",2
278548,Mammillaria marcosii,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria marcosii",2
867428,Mammillaria marksiana,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria marksiana",2
278549,Mammillaria mathildae,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria mathildae",2
867429,Mammillaria matudae,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria matudae",2
246739,Mammillaria mazatlanensis,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria mazatlanensis",2
867430,Mammillaria melaleuca,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria melaleuca",2
246740,Mammillaria melanocentra,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria melanocentra",2
278551,Mammillaria mercadensis,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria mercadensis",2
867431,Mammillaria meyranii,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria meyranii",2
278552,Mammillaria microhelia,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria microhelia",2
867432,Mammillaria mieheana,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria mieheana",2
278553,Mammillaria moelleriana,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria moelleriana",2
867433,Mammillaria morganiana,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria morganiana",2
867434,Mammillaria muehlenpfordtii,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria muehlenpfordtii",2
278554,Mammillaria multidigitata,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria multidigitata",2
278555,Mammillaria mystax,"Appendix II:Except the species included in Appendix I and <i>Pereskia</i> spp., <i>Pereskiopsis</i> spp. and <i>Quiabentia</i> spp., which are excluded from the Appendices. Artificially propagated specimens of the following hybrids and/or cultivars are not subject ot the provisions of the Convention: Hatiora x graeseri; Schlumbergera x buckleyi; S. russelliana x S. truncata; S. orssichiana x S. truncata; S. opuntioides x S. truncata; S. truncata (cultivars); Cactaceae spp. colour mutants grafted on the following grafting stocks: Harrisia ‘Jusbertii’, Hylocereus trigonius or Hylocereus undatus; Opuntia microdasys (cultivars). ","Mammillaria mystax",2
