#Date of last update:
Date,2017-04-23 23:19:24.700777
#taxon id,CITES species,CITES description,taxon species,CITES appendix
36248,Gyps himalayensis,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Gyps himalayensis",2
341451,Gyps indicus,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Gyps indicus",2
8967,Gyps rueppellii,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Gyps rueppellii",2
405409,Gyps tenuirostris,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Gyps tenuirostris",2
8968,Haliaeetus,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Haliaeetus",1
8968,Haliaeetus,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Haliaeetus",2
8969,Haliaeetus albicilla,"Appendix I: ","Haliaeetus albicilla",1
52644,Haliaeetus leucocephalus,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Haliaeetus leucocephalus",2
52645,Haliaeetus leucogaster,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Haliaeetus leucogaster",2
52646,Haliaeetus leucoryphus,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Haliaeetus leucoryphus",2
52647,Haliaeetus pelagicus,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Haliaeetus pelagicus",2
52648,Haliaeetus sanfordi,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Haliaeetus sanfordi",2
52649,Haliaeetus vocifer,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Haliaeetus vocifer",2
260531,Haliaeetus vociferoides,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Haliaeetus vociferoides",2
8970,Haliastur,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Haliastur",2
8971,Haliastur indus,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Haliastur indus",2
321117,Haliastur sphenurus,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Haliastur sphenurus",2
371668,Halomitra,"Appendix II:Included in SCLERACTINIA spp. ","Halomitra",2
486204,Halomitra clavator,"Appendix II:Included in SCLERACTINIA spp. ","Halomitra clavator",2
371669,Halomitra pileus,"Appendix II:Included in SCLERACTINIA spp. ","Halomitra pileus",2
321097,Hamirostra,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Hamirostra",2
321098,Hamirostra melanosternon,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Hamirostra melanosternon",2
13556,Hapalemur,"Appendix I: ","Hapalemur",1
122222,Hapalemur aureus,"Appendix I: ","Hapalemur aureus",1
13557,Hapalemur griseus,"Appendix I: ","Hapalemur griseus",1
867377,Hapalemur occidentalis,"Appendix I: ","Hapalemur occidentalis",1
303327,Hapalopsittaca,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Hapalopsittaca",2
303328,Hapalopsittaca amazonina,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Hapalopsittaca amazonina",2
1070839,Hapalopsittaca fuertesi,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Hapalopsittaca fuertesi",2
867392,Hapalopsittaca melanotis,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Hapalopsittaca melanotis",2
1070840,Hapalopsittaca pyrrhops,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Hapalopsittaca pyrrhops",2
304641,Haplophaedia,"Appendix II: ","Haplophaedia",2
304642,Haplophaedia aureliae,"Appendix II: ","Haplophaedia aureliae",2
472814,Haplophaedia lugens,"Appendix II: ","Haplophaedia lugens",2
204954,Hardella thurjii,"Appendix II: ","Hardella thurjii",2
387841,Harpagus,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Harpagus",2
387842,Harpagus bidentatus,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Harpagus bidentatus",2
387843,Harpagus diodon,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Harpagus diodon",2
202279,Harpia,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Harpia",1
202280,Harpia harpyja,"Appendix I: ","Harpia harpyja",1
321133,Harpyhaliaetus,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Harpyhaliaetus",2
321134,Harpyhaliaetus coronatus,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Harpyhaliaetus coronatus",2
321136,Harpyhaliaetus solitarius,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Harpyhaliaetus solitarius",2
321107,Harpyopsis,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Harpyopsis",2
321108,Harpyopsis novaeguineae,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Harpyopsis novaeguineae",2
9633,Helarctos,"Appendix II: ","Helarctos",1
9634,Helarctos malayanus,"Appendix I: ","Helarctos malayanus",1
472820,Heliactin bilophus,"Appendix II: ","Heliactin bilophus",2
66416,Heliangelus,"Appendix II: ","Heliangelus",2
304645,Heliangelus amethysticollis,"Appendix II: ","Heliangelus amethysticollis",2
472823,Heliangelus exortis,"Appendix II: ","Heliangelus exortis",2
689216,Heliangelus micraster,"Appendix II: ","Heliangelus micraster",2
689217,Heliangelus regalis,"Appendix II: ","Heliangelus regalis",2
689218,Heliangelus strophianus,"Appendix II: ","Heliangelus strophianus",2
66419,Heliangelus viola,"Appendix II: ","Heliangelus viola",2
689219,Heliangelus zusii,"Appendix II: ","Heliangelus zusii",2
304646,Heliodoxa,"Appendix II: ","Heliodoxa",2
472824,Heliodoxa aurescens,"Appendix II: ","Heliodoxa aurescens",2
304647,Heliodoxa branickii,"Appendix II: ","Heliodoxa branickii",2
689220,Heliodoxa gularis,"Appendix II: ","Heliodoxa gularis",2
472826,Heliodoxa imperatrix,"Appendix II: ","Heliodoxa imperatrix",2
304648,Heliodoxa jacula,"Appendix II: ","Heliodoxa jacula",2
304649,Heliodoxa leadbeateri,"Appendix II: ","Heliodoxa leadbeateri",2
472827,Heliodoxa rubinoides,"Appendix II: ","Heliodoxa rubinoides",2
472917,Heliodoxa schreibersii,"Appendix II: ","Heliodoxa schreibersii",2
472828,Heliodoxa xanthogonys,"Appendix II: ","Heliodoxa xanthogonys",2
75302,Heliofungia,"Appendix II:Excludes fossils. ","Heliofungia",2
75303,Heliofungia actiniformis,"Appendix II:Excludes fossils. ","Heliofungia actiniformis",2
135171,Heliomaster,"Appendix II: ","Heliomaster",2
240701,Heliomaster constantii,"Appendix II: ","Heliomaster constantii",2
135172,Heliomaster furcifer,"Appendix II: ","Heliomaster furcifer",2
304650,Heliomaster longirostris,"Appendix II: ","Heliomaster longirostris",2
1507465,Heliomaster squamosus,"Appendix II: ","Heliomaster squamosus",2
86514,Heliopora,"Appendix II:Excludes fossils. ","Heliopora",2
86515,Heliopora coerulea,"Appendix II:Excludes fossils. ","Heliopora coerulea",2
86513,Helioporidae,"Appendix II:Excludes fossils. ","Helioporidae",2
1301077,Helioseris,"Appendix II:Excludes fossils. ","Helioseris",2
1301078,Helioseris cucullata,"Appendix II:Excludes fossils. ","Helioseris cucullata",2
190687,Heliothryx,"Appendix II: ","Heliothryx",2
689221,Heliothryx auritus,"Appendix II: ","Heliothryx auritus",2
190688,Heliothryx barroti,"Appendix II: ","Heliothryx barroti",2
94192,Hemigalus derbyanus,"Appendix II:Formerly listed under synonym <i>Helogale derbianus</i> ","Hemigalus derbyanus",2
258816,Henicopernis,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Henicopernis",2
1458042,Henicopernis infuscatus,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Henicopernis infuscatus",2
258817,Henicopernis longicauda,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Henicopernis longicauda",2
260624,Heosemys annandalii,"Appendix II:Zero quota for wild specimens for commercial purposes. ","Heosemys annandalii",2
260628,Heosemys depressa,"Appendix II:Zero quota for wild specimens for commercial purposes. ","Heosemys depressa",2
74912,Heosemys grandis,"Appendix II: ","Heosemys grandis",2
55547,Heosemys spinosa,"Appendix II: ","Heosemys spinosa",2
643830,Herpestes fuscus,"Appendix III: ","Herpestes fuscus",3
140016,Herpestes javanicus,"Appendix III: ","Herpestes javanicus",3
643832,Herpestes smithii,"Appendix III: ","Herpestes smithii",3
328699,Herpestes urva,"Appendix III: ","Herpestes urva",3
643833,Herpestes vitticollis,"Appendix III: ","Herpestes vitticollis",3
56342,Herpetotheres,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Herpetotheres",2
56343,Herpetotheres cachinnans,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Herpetotheres cachinnans",2
371666,Herpolitha,"Appendix II:Excludes fossils. ","Herpolitha",2
371667,Herpolitha limax,"Appendix II:Excludes fossils. ","Herpolitha limax",2
465066,Heteropsammia,"Appendix II:Excludes fossils. ","Heteropsammia",2
1479645,Heteropsammia cochlea,"Appendix II:Excludes fossils. ","Heteropsammia cochlea",2
56798,Hexaprotodon liberiensis,"Appendix II: ","Hexaprotodon liberiensis",2
70274,Hieraaetus,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Hieraaetus",2
252783,Hieraaetus ayresii,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Hieraaetus ayresii",2
252784,Hieraaetus fasciatus,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Hieraaetus fasciatus",2
307636,Hieraaetus kienerii,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Hieraaetus kienerii",2
252785,Hieraaetus morphnoides,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Hieraaetus morphnoides",2
70275,Hieraaetus pennatus,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Hieraaetus pennatus",2
252786,Hieraaetus spilogaster,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Hieraaetus spilogaster",2
252787,Hieraaetus wahlbergi,"Appendix II: ","Hieraaetus wahlbergi",2
371034,Hippocamelus,"Appendix I: ","Hippocamelus",1
371035,Hippocamelus antisensis,"Appendix I: ","Hippocamelus antisensis",1
397614,Hippocamelus bisulcus,"Appendix I: ","Hippocamelus bisulcus",1
72046,Hippocampus,"Appendix II: ","Hippocampus",2
109274,Hippocampus abdominalis,"Appendix II: ","Hippocampus abdominalis",2
109275,Hippocampus algiricus,"Appendix II: ","Hippocampus algiricus",2
240659,Hippocampus angustus,"Appendix II: ","Hippocampus angustus",2
109276,Hippocampus barbouri,"Appendix II: ","Hippocampus barbouri",2
240838,Hippocampus bargibanti,"Appendix II: ","Hippocampus bargibanti",2
247431,Hippocampus borboniensis,"Appendix II: ","Hippocampus borboniensis",2
109277,Hippocampus breviceps,"Appendix II: ","Hippocampus breviceps",2
109278,Hippocampus camelopardalis,"Appendix II: ","Hippocampus camelopardalis",2
109279,Hippocampus capensis,"Appendix II: ","Hippocampus capensis",2
109280,Hippocampus comes,"Appendix II: ","Hippocampus comes",2
103717,Hippocampus coronatus,"Appendix II: ","Hippocampus coronatus",2
1914703,Hippocampus denise,"Appendix II: ","Hippocampus denise",2
109281,Hippocampus erectus,"Appendix II: ","Hippocampus erectus",2
240696,Hippocampus fisheri,"Appendix II: ","Hippocampus fisheri",2
240658,Hippocampus fuscus,"Appendix II: ","Hippocampus fuscus",2
109282,Hippocampus guttulatus,"Appendix II: ","Hippocampus guttulatus",2
109283,Hippocampus hippocampus,"Appendix II: ","Hippocampus hippocampus",2
109284,Hippocampus histrix,"Appendix II: ","Hippocampus histrix",2
109285,Hippocampus ingens,"Appendix II: ","Hippocampus ingens",2
109286,Hippocampus kelloggi,"Appendix II: ","Hippocampus kelloggi",2
103715,Hippocampus kuda,"Appendix II: ","Hippocampus kuda",2
109287,Hippocampus mohnikei,"Appendix II: ","Hippocampus mohnikei",2
553382,Hippocampus patagonicus,"Appendix II: ","Hippocampus patagonicus",2
1914704,Hippocampus pontohi,"Appendix II: ","Hippocampus pontohi",2
240839,Hippocampus queenslandicus,"Appendix II: ","Hippocampus queenslandicus",2
109288,Hippocampus reidi,"Appendix II: ","Hippocampus reidi",2
240657,Hippocampus sindonis,"Appendix II: ","Hippocampus sindonis",2
109289,Hippocampus spinosissimus,"Appendix II: ","Hippocampus spinosissimus",2
109290,Hippocampus subelongatus,"Appendix II: ","Hippocampus subelongatus",2
109291,Hippocampus trimaculatus,"Appendix II: ","Hippocampus trimaculatus",2
109292,Hippocampus whitei,"Appendix II: ","Hippocampus whitei",2
109293,Hippocampus zosterae,"Appendix II: ","Hippocampus zosterae",2
9833,Hippopotamus amphibius,"Appendix II: ","Hippopotamus amphibius",2
37189,Hippotragus niger,"","Hippotragus niger",1
82125,Hippotragus niger variani,"Appendix I: ","Hippotragus niger variani",1
6421,Hirudo medicinalis,"Appendix II: ","Hirudo medicinalis",2
311461,Hirudo verbana,"Appendix II: ","Hirudo verbana",2
1366891,Holacanthus clarionensis,"Appendix II: ","Holacanthus clarionensis",2
9604,Hominidae,"Appendix II: ","Hominidae",1
9604,Hominidae,"Appendix II: ","Hominidae",2
9605,Homo,"Appendix II: ","Homo",2
285991,Homopus,"Appendix II:Except the species included in Appendix I. A zero annual export quota has been established for Centrochelys sulcata for specimens removed from the wild and traded for primarily commercial purposes. ","Homopus",2
285996,Homopus areolatus,"Appendix II:Except the species included in Appendix I. A zero annual export quota has been established for Centrochelys sulcata for specimens removed from the wild and traded for primarily commercial purposes. ","Homopus areolatus",2
285997,Homopus boulengeri,"Appendix II:Except the species included in Appendix I. A zero annual export quota has been established for Centrochelys sulcata for specimens removed from the wild and traded for primarily commercial purposes. ","Homopus boulengeri",2
285998,Homopus femoralis,"Appendix II:Except the species included in Appendix I. A zero annual export quota has been established for Centrochelys sulcata for specimens removed from the wild and traded for primarily commercial purposes. ","Homopus femoralis",2
285992,Homopus signatus,"Appendix II:Except the species included in Appendix I. A zero annual export quota has been established for Centrochelys sulcata for specimens removed from the wild and traded for primarily commercial purposes. ","Homopus signatus",2
286016,Homopus solus,"Appendix II:Except the species included in Appendix I. A zero annual export quota has been established for Centrochelys sulcata for specimens removed from the wild and traded for primarily commercial purposes. ","Homopus solus",2
465069,Hoplangia,"Appendix II:Excludes fossils. ","Hoplangia",2
465070,Hoplangia durotrix,"Appendix II:Excludes fossils. ","Hoplangia durotrix",2
103373,Hoplobatrachus tigerinus,"Appendix II: ","Hoplobatrachus tigerinus",2
150460,Hoplodactylus,"Appendix III: ","Hoplodactylus",3
927625,Hoplodactylus duvaucelii,"Appendix III: ","Hoplodactylus duvaucelii",3
371652,Horastrea,"Appendix II:Excludes fossils. ","Horastrea",2
371653,Horastrea indica,"Appendix II:Excludes fossils. ","Horastrea indica",2
55292,Huso,"Appendix II: ","Huso",2
55293,Huso dauricus,"Appendix II: ","Huso dauricus",2
61971,Huso huso,"Appendix II: ","Huso huso",2
95912,Hyaena hyaena,"Appendix III: ","Hyaena hyaena",3
46739,Hydnophora,"Appendix II:Excludes fossils. ","Hydnophora",2
154326,Hydnophora exesa,"Appendix II:Excludes fossils. ","Hydnophora exesa",2
243910,Hydnophora grandis,"Appendix II:Excludes fossils. ","Hydnophora grandis",2
983571,Hydnophora microconos,"Appendix II:Excludes fossils. ","Hydnophora microconos",2
983572,Hydnophora pilosa,"Appendix II:Excludes fossils. ","Hydnophora pilosa",2
46740,Hydnophora rigida,"Appendix II:Excludes fossils. ","Hydnophora rigida",2
452640,Hydrictis,"Appendix II: ","Hydrictis",2
452641,Hydrictis maculicollis,"Appendix II: ","Hydrictis maculicollis",2
9578,Hylobates,"Appendix I: ","Hylobates",1
9579,Hylobates agilis,"Appendix I: ","Hylobates agilis",1
9587,Hylobates klossii,"Appendix I: ","Hylobates klossii",1
9580,Hylobates lar,"Appendix I: ","Hylobates lar",1
81572,Hylobates moloch,"Appendix I: ","Hylobates moloch",1
9588,Hylobates muelleri,"Appendix I: ","Hylobates muelleri",1
9589,Hylobates pileatus,"Appendix I: ","Hylobates pileatus",1
9577,Hylobatidae,"Appendix I: ","Hylobatidae",1
135174,Hylocharis,"Appendix II: ","Hylocharis",2
135175,Hylocharis chrysura,"Appendix II: ","Hylocharis chrysura",2
347507,Hylocharis cyanus,"Appendix II: ","Hylocharis cyanus",2
347509,Hylocharis eliciae,"Appendix II: ","Hylocharis eliciae",2
347506,Hylocharis grayi,"Appendix II: ","Hylocharis grayi",2
347508,Hylocharis sapphirina,"Appendix II: ","Hylocharis sapphirina",2
1747994,Hypancistrus zebra,"Appendix III: ","Hypancistrus zebra",3
48743,Hyperoodon,"Appendix I: ","Hyperoodon",1
48744,Hyperoodon ampullatus,"Appendix I:Included in <i>Hyperoodon</i> spp. ","Hyperoodon ampullatus",1
74392,Hyperoodon planifrons,"Appendix I:Included in <i>Hyperoodon</i> spp. ","Hyperoodon planifrons",1
321118,Ichthyophaga,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Ichthyophaga",2
321119,Ichthyophaga humilis,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Ichthyophaga humilis",2
321120,Ichthyophaga ichthyaetus,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Ichthyophaga ichthyaetus",2
307639,Ictinaetus,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Ictinaetus",2
307640,Ictinaetus malayensis,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Ictinaetus malayensis",2
321099,Ictinia,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Ictinia",2
371914,Ictinia mississippiensis,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Ictinia mississippiensis",2
321100,Ictinia plumbea,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Ictinia plumbea",2
8516,Iguana,"Appendix II: ","Iguana",2
51191,Iguana delicatissima,"Appendix II: ","Iguana delicatissima",2
8517,Iguana iguana,"Appendix II: ","Iguana iguana",2
221923,Indopacetus,"Appendix II:Except the species included in Appendix I. Zero annual export quota for live specimens from the Black Sea population of Tursiops truncatus removed from the wild and traded for primarily commercial purposes. ","Indopacetus",2
221924,Indopacetus pacificus,"Appendix II:Except the species included in Appendix I. Zero annual export quota for live specimens from the Black Sea population of Tursiops truncatus removed from the wild and traded for primarily commercial purposes. ","Indopacetus pacificus",2
74919,Indotestudo,"Appendix II:Except the species included in Appendix I. A zero annual export quota has been established for Centrochelys sulcata for specimens removed from the wild and traded for primarily commercial purposes. ","Indotestudo",2
74920,Indotestudo elongata,"Appendix II:Except the species included in Appendix I. A zero annual export quota has been established for Centrochelys sulcata for specimens removed from the wild and traded for primarily commercial purposes. ","Indotestudo elongata",2
260613,Indotestudo forstenii,"Appendix II:Except the species included in Appendix I. A zero annual export quota has been established for Centrochelys sulcata for specimens removed from the wild and traded for primarily commercial purposes. ","Indotestudo forstenii",2
260633,Indotestudo travancorica,"Appendix II:Except the species included in Appendix I. A zero annual export quota has been established for Centrochelys sulcata for specimens removed from the wild and traded for primarily commercial purposes. ","Indotestudo travancorica",2
34826,Indri,"Appendix I: ","Indri",1
30599,Indriidae,"Appendix I: ","Indriidae",1
34827,Indri indri,"Appendix I: ","Indri indri",1
520358,Inferiolabiata,"Appendix II:Excludes fossils. ","Inferiolabiata",2
520375,Inferiolabiata lowei,"Appendix II:Excludes fossils. ","Inferiolabiata lowei",2
9724,Inia,"Appendix II:Except the species included in Appendix I. Zero annual export quota for live specimens from the Black Sea population of Tursiops truncatus removed from the wild and traded for primarily commercial purposes. ","Inia",2
1454009,Inia araguaiaensis,"Appendix II:Except the species included in Appendix I. Zero annual export quota for live specimens from the Black Sea population of Tursiops truncatus removed from the wild and traded for primarily commercial purposes. ","Inia araguaiaensis",2
9725,Inia geoffrensis,"Appendix II:Except the species included in Appendix I. Zero annual export quota for live specimens from the Black Sea population of Tursiops truncatus removed from the wild and traded for primarily commercial purposes. ","Inia geoffrensis",2
197540,Iniidae,"Appendix II:Except the species included in Appendix I. Zero annual export quota for live specimens from the Black Sea population of Tursiops truncatus removed from the wild and traded for primarily commercial purposes. ","Iniidae",1
197540,Iniidae,"Appendix II:Except the species included in Appendix I. Zero annual export quota for live specimens from the Black Sea population of Tursiops truncatus removed from the wild and traded for primarily commercial purposes. ","Iniidae",2
242735,Isophyllia,"Appendix II:Excludes fossils. ","Isophyllia",2
242736,Isophyllia sinuosa,"Appendix II:Excludes fossils. ","Isophyllia sinuosa",2
83285,Ithaginis cruentus,"Appendix II: ","Ithaginis cruentus",2
33591,Jabiru mycteria,"Appendix I: ","Jabiru mycteria",1
91456,Javania,"Appendix II:Excludes fossils. ","Javania",2
1263189,Javania cailleti,"Appendix II:Excludes fossils. ","Javania cailleti",2
865888,Javania exserta,"Appendix II:Excludes fossils. ","Javania exserta",2
865889,Javania fusca,"Appendix II:Excludes fossils. ","Javania fusca",2
91457,Javania insignis,"Appendix II:Excludes fossils. ","Javania insignis",2
865890,Javania lamprotichum,"Appendix II:Excludes fossils. ","Javania lamprotichum",2
56924,Jubula,"Appendix II:Except <i>Sceloglaux albifacies</i> and the species included in Appendix I. ","Jubula",2
223779,Kaupifalco,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Kaupifalco",2
223780,Kaupifalco monogrammicus,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Kaupifalco monogrammicus",2
126811,Ketupa,"Appendix II:Except <i>Sceloglaux albifacies</i> and the species included in Appendix I. ","Ketupa",2
1464012,Ketupa flavipes,"Appendix II:Except <i>Sceloglaux albifacies</i> and the species included in Appendix I. ","Ketupa flavipes",2
126813,Ketupa zeylonensis,"Appendix II:Except <i>Sceloglaux albifacies</i> and the species included in Appendix I. ","Ketupa zeylonensis",2
254400,Kinixys,"Appendix II:Except the species included in Appendix I. A zero annual export quota has been established for Centrochelys sulcata for specimens removed from the wild and traded for primarily commercial purposes. ","Kinixys",2
286004,Kinixys belliana,"Appendix II:Except the species included in Appendix I. A zero annual export quota has been established for Centrochelys sulcata for specimens removed from the wild and traded for primarily commercial purposes. ","Kinixys belliana",2
254401,Kinixys erosa,"Appendix II:Except the species included in Appendix I. A zero annual export quota has been established for Centrochelys sulcata for specimens removed from the wild and traded for primarily commercial purposes. ","Kinixys erosa",2
286005,Kinixys homeana,"Appendix II:Except the species included in Appendix I. A zero annual export quota has been established for Centrochelys sulcata for specimens removed from the wild and traded for primarily commercial purposes. ","Kinixys homeana",2
1145087,Kinixys lobatsiana,"Appendix II:Except the species included in Appendix I. A zero annual export quota has been established for Centrochelys sulcata for specimens removed from the wild and traded for primarily commercial purposes. ","Kinixys lobatsiana",2
286025,Kinixys natalensis,"Appendix II:Except the species included in Appendix I. A zero annual export quota has been established for Centrochelys sulcata for specimens removed from the wild and traded for primarily commercial purposes. ","Kinixys natalensis",2
1145084,Kinixys nogueyi,"Appendix II:Except the species included in Appendix I. A zero annual export quota has been established for Centrochelys sulcata for specimens removed from the wild and traded for primarily commercial purposes. ","Kinixys nogueyi",2
286024,Kinixys spekii,"Appendix II:Except the species included in Appendix I. A zero annual export quota has been established for Centrochelys sulcata for specimens removed from the wild and traded for primarily commercial purposes. ","Kinixys spekii",2
1145085,Kinixys zombensis,"Appendix II:Except the species included in Appendix I. A zero annual export quota has been established for Centrochelys sulcata for specimens removed from the wild and traded for primarily commercial purposes. ","Kinixys zombensis",2
414974,Kinyongia,"Appendix II:Formerly included in <i>Bradypodion</i> spp. ","Kinyongia",2
1215296,Kinyongia gyrolepis,"Appendix II:Formerly included in <i>Bradypodion</i> spp. ","Kinyongia gyrolepis",2
304651,Klais,"Appendix II: ","Klais",2
304652,Klais guimeti,"Appendix II: ","Klais guimeti",2
59531,Kobus leche,"Appendix II: ","Kobus leche",2
9751,Kogia,"Appendix II:Except the species included in Appendix I. Zero annual export quota for live specimens from the Black Sea population of Tursiops truncatus removed from the wild and traded for primarily commercial purposes. ","Kogia",2
27615,Kogia breviceps,"Appendix II:Except the species included in Appendix I. Zero annual export quota for live specimens from the Black Sea population of Tursiops truncatus removed from the wild and traded for primarily commercial purposes. ","Kogia breviceps",2
9752,Kogia sima,"Appendix II:Except the species included in Appendix I. Zero annual export quota for live specimens from the Black Sea population of Tursiops truncatus removed from the wild and traded for primarily commercial purposes. ","Kogia sima",2
56654,Lafresnaya,"Appendix II: ","Lafresnaya",2
56655,Lafresnaya lafresnayi,"Appendix II: ","Lafresnaya lafresnayi",2
103593,Lagenodelphis,"Appendix II:Except the species included in Appendix I. Zero annual export quota for live specimens from the Black Sea population of Tursiops truncatus removed from the wild and traded for primarily commercial purposes. ","Lagenodelphis",2
103594,Lagenodelphis hosei,"Appendix II:Except the species included in Appendix I. Zero annual export quota for live specimens from the Black Sea population of Tursiops truncatus removed from the wild and traded for primarily commercial purposes. ","Lagenodelphis hosei",2
27609,Lagenorhynchus,"Appendix II:Except the species included in Appendix I. Zero annual export quota for live specimens from the Black Sea population of Tursiops truncatus removed from the wild and traded for primarily commercial purposes. ","Lagenorhynchus",2
90246,Lagenorhynchus acutus,"Appendix II:Except the species included in Appendix I. Zero annual export quota for live specimens from the Black Sea population of Tursiops truncatus removed from the wild and traded for primarily commercial purposes. ","Lagenorhynchus acutus",2
27610,Lagenorhynchus albirostris,"Appendix II:Except the species included in Appendix I. Zero annual export quota for live specimens from the Black Sea population of Tursiops truncatus removed from the wild and traded for primarily commercial purposes. ","Lagenorhynchus albirostris",2
103586,Lagenorhynchus australis,"Appendix II:Except the species included in Appendix I. Zero annual export quota for live specimens from the Black Sea population of Tursiops truncatus removed from the wild and traded for primarily commercial purposes. ","Lagenorhynchus australis",2
103587,Lagenorhynchus cruciger,"Appendix II:Except the species included in Appendix I. Zero annual export quota for live specimens from the Black Sea population of Tursiops truncatus removed from the wild and traded for primarily commercial purposes. ","Lagenorhynchus cruciger",2
90247,Lagenorhynchus obliquidens,"Appendix II:Except the species included in Appendix I. Zero annual export quota for live specimens from the Black Sea population of Tursiops truncatus removed from the wild and traded for primarily commercial purposes. ","Lagenorhynchus obliquidens",2
27611,Lagenorhynchus obscurus,"Appendix II:Except the species included in Appendix I. Zero annual export quota for live specimens from the Black Sea population of Tursiops truncatus removed from the wild and traded for primarily commercial purposes. ","Lagenorhynchus obscurus",2
65632,Lagorchestes hirsutus,"Appendix I: ","Lagorchestes hirsutus",1
65634,Lagostrophus fasciatus,"Appendix I: ","Lagostrophus fasciatus",1
9518,Lagothrix,"Appendix II: ","Lagothrix",2
767357,Lagothrix cana,"Appendix II: ","Lagothrix cana",2
9519,Lagothrix lagotricha,"Appendix II: ","Lagothrix lagotricha",2
767355,Lagothrix lugens,"Appendix II: ","Lagothrix lugens",2
767356,Lagothrix poeppigii,"Appendix II: ","Lagothrix poeppigii",2
9840,Lama guanicoe,"Appendix II:Formerly listed under synonym <i>Lama glama guanicoe</i> ","Lama guanicoe",2
